PRODUCT_CODE,DEVICE_NAME
EPT,"Microscope, Surgical"
EPW,"Support, Head, Surgical, Ent"
EPY,"Speculum, Ent"
ESF,"Polymer, Composite Synthetic Ptfe With Carbon-Fiber, Ent"
EYF,"Protector, Wound, Plastic"
EYR,"Tourniquet, Gastro-Urology"
EZX,"Mesh, Surgical, Metal"
FAZ,"System, Cryosurgical, Liquid Nitrogen, For Urology"
FGY,"Cannula, Injection"
FHM,"Apparatus, Suturing, Stomach And Intestinal"
FHR,"Needle, Gastro-Urology"
FMK,Single Use Only Blood Lancet With An Integral Sharps Injury Prevention Feature
FNW,"Pad, Kelly"
FQO,"Table, Operating-Room, Ac-Powered"
FQP,"Lamp, Operating-Room"
FSE,"Table, Operating-Room, Manual"
FSH,"Tray, Surgical, Needle"
FSM,"Tray, Surgical, Instrument"
FSO,"Microscope, Surgical, General & Plastic Surgery"
FSP,"Loupe, Diagnostic/Surgical"
FSQ,"Light, Surgical, Instrument"
FSS,"Light, Surgical, Floor Standing"
FST,"Light, Surgical, Fiberoptic"
FSW,"Light, Surgical, Endoscopic"
FSX,"Light, Surgical, Connector"
FSY,"Light, Surgical, Ceiling Mounted"
FSZ,"Light, Surgical, Carrier"
FTA,"Light, Surgical, Accessories"
FTC,"Light, Ultraviolet, Dermatological"
FTD,"Lamp, Surgical"
FTF,"Illuminator, Non-Remote"
FTG,"Illuminator, Remote"
FTH,"Camera, Still, Microsurgical"
FTL,"Mesh, Surgical, Polymeric"
FTM,"Mesh, Surgical"
FTN,Plastic Surgery And Accessories Kit
FTR,"Prosthesis, Breast, Noninflatable, Internal, Silicone Gel-Filled"
FTS,"Camera, Cine, Endoscopic, With Audio"
FTT,"Camera, Still, Surgical"
FTX,"Mirror, General & Plastic Surgery"
FTY,"Tape, Measuring, Rulers And Calipers"
FWB,"Camera, Television, Surgical, Without Audio"
FWC,"Camera, Television, Surgical, With Audio"
FWD,"Camera, Television, Microsurgical, Without Audio"
FWE,"Camera, Television, Microsurgical, With Audio"
FWF,"Camera, Television, Endoscopic, Without Audio"
FWG,"Camera, Television, Endoscopic, With Audio"
FWH,"Camera, Cine, Surgical, Without Audio"
FWI,"Camera, Cine, Surgical, With Audio"
FWJ,"Camera, Cine, Microsurgical, Without Audio"
FWK,"Camera, Cine, Microsurgical, With Audio"
FWL,"Camera, Cine, Endoscopic, Without Audio"
FWM,"Prosthesis, Breast, Inflatable, Internal, Saline"
FWP,"Prosthesis, Chin, Internal"
FWW,"Table, Operating-Room, Pneumatic"
FWX,"Table, Operating-Room, Mechanical"
FWY,"Table, Operating-Room, Non-Electrical"
FWZ,Operating Room Accessories Table Tray
FXE,"Speculum, Non-Illuminated"
FXF,"Speculum, Illuminated"
FXG,Specula Accessories
FXM,"Camera, Still, Endoscopic"
FXN,"Tape, Camera, Surgical"
FXQ,"Lens, Camera, Surgical"
FXR,"Holder, Camera, Surgical"
FXS,"Frame, Camera, Surgical"
FXT,"Film, Camera, Surgical"
FXW,"Shoes, Operating-Room"
FYE,"Dress, Surgical"
FYF,"Cap, Surgical"
FYI,"Appliance, Facial Fracture, External"
FZD,"Prosthesis, Ear, Internal"
FZE,"Prosthesis, Nose, Internal"
FZF,"Splint, Extremity, Inflatable, External"
FZG,"Apparatus, Air Handling, Bench"
FZH,"Apparatus, Air Handling, Room"
FZI,"Apparatus, Air Handling, Enclosure"
FZK,"Chair, Surgical, Non-Electrical"
FZM,"Stool, Operating-Room"
FZO,"Chisel, Surgical, Manual"
FZP,"Clip, Implantable"
FZQ,"Clip, Removable (Skin)"
FZR,"Contractor, Surgical"
FZS,"Curette, Surgical, General Use"
FZT,"Cutter, Surgical"
FZW,"Expander, Surgical, Skin Graft"
FZX,"Guide, Surgical, Instrument"
FZY,"Hammer, Surgical"
FZZ,"Marker, Skin"
GAA,"Needle, Aspiration And Injection, Disposable"
GAB,"Needle, Suturing, Disposable"
GAC,"Rasp, Surgical, General & Plastic Surgery"
GAD,Retractor
GAE,"Snare, Surgical"
GAF,"Spatula, Surgical, General & Plastic Surgery"
GAH,"Stylet, Surgical, General & Plastic Surgery"
GAI,"Stripper, Vein, Reusable"
GAJ,"Stripper, Vein, Disposable"
GAK,"Suture, Absorbable"
GAL,"Suture, Absorbable, Natural"
GAM,"Suture, Absorbable, Synthetic, Polyglycolic Acid"
GAN,"Suture, Absorbable, Synthetic"
GAO,"Suture, Nonabsorbable"
GAP,"Suture, Nonabsorbable, Silk"
GAQ,"Suture, Nonabsorbable, Steel, Monofilament And Multifilament, Sterile"
GAR,"Suture, Nonabsorbable, Synthetic, Polyamide"
GAS,"Suture, Nonabsorbable, Synthetic, Polyester"
GAT,"Suture, Nonabsorbable, Synthetic, Polyethylene"
GAW,"Suture, Nonabsorbable, Synthetic, Polypropylene"
GAX,"Tourniquet, Nonpneumatic"
GBA,"Catheter, Balloon Type"
GBB,"Chair, Surgical, Ac-Powered"
GBC,"Lamp, Surgical, Incandescent"
GBI,"Material, External Aesthetic Restoration, Used With Adhesive"
GBJ,"Prosthesis, Adhesive, External"
GBN,"Catheter, Pediatric, General & Plastic Surgery"
GBO,"Catheter, Nephrostomy, General & Plastic Surgery"
GBP,"Catheter, Multiple Lumen"
GBQ,"Catheter, Continuous Irrigation"
GBS,"Catheter, Ventricular, General & Plastic Surgery"
GBW,"Catheter, Peritoneal"
GBX,"Catheter, Irrigation"
GBY,"Catheter, Eustachian, General & Plastic Surgery"
GBZ,"Catheter, Cholangiography"
GCB,"Needle, Catheter"
GCC,"Dilator, Catheter"
GCD,"Connector, Catheter"
GCE,"Adaptor, Catheter"
GCY,"Apparatus, Suction, Single Patient Use, Portable, Nonpowered"
GCZ,"Retainer, Surgical"
GDC,"Table, Operating-Room, Electrical"
GDF,"Guide, Needle, Surgical"
GDG,"Hook, Surgical, General & Plastic Surgery"
GDH,"Gouge, Surgical, General & Plastic Surgery"
GDI,"Dissector, Surgical, General & Plastic Surgery"
GDJ,"Clamp, Surgical, General & Plastic Surgery"
GDL,"Needle, Suturing, Reusable"
GDM,"Needle, Aspiration And Injection, Reusable"
GDN,"Knife, Amputation"
GDO,"Applier, Surgical, Clip"
GDR,"Saw, Manual And Accessories"
GDT,"Staple, Removable (Skin)"
GDW,"Staple, Implantable"
GDX,"Scalpel, One-Piece"
GDY,"Gauze/Sponge, Internal, X-Ray Detectable"
GDZ,"Handle, Scalpel"
GEA,"Cannula, Surgical, General & Plastic Surgery"
GEC,"Brush, Scrub, Operating-Room"
GED,"Brush, Dermabrasion, Manual"
GEE,"Brush, Biopsy, General & Plastic Surgery"
GEF,"Applier, Staple, Surgical,"
GEG,"Elevator, Surgical, General & Plastic Surgery"
GEH,"Unit, Cryosurgical, Accessories"
GEI,"Electrosurgical, Cutting & Coagulation & Accessories"
GEJ,"Carrier, Ligature"
GEN,"Forceps, General & Plastic Surgery"
GEO,"File, Surgical, General & Plastic Surgery"
GES,"Blade, Scalpel"
GET,"Motor, Surgical Instrument, Pneumatic Powered"
GEX,Powered Laser Surgical Instrument
GEY,"Motor, Surgical Instrument, Ac-Powered"
GFA,"Blade, Saw, General & Plastic Surgery, Surgical"
GFB,"Head, Surgical, Hammer"
GFC,"Driver, Surgical, Pin"
GFD,Dermatome
GFE,"Brush, Dermabrasion, Powered"
GFF,"Bur, Surgical, General & Plastic Surgery"
GFG,"Bit, Surgical"
GFI,"Osteotome, Manual"
GFJ,"Mallet, Surgical, General & Plastic Surgery"
HAB,"Saw, Powered, And Accessories"
HAM,"Apparatus, Electrosurgical"
HBI,"Illuminator, Fiberoptic, Surgical Field"
HBT,"Applier, Hemostatic Clip"
HCF,"Instrument, Ligature Passing And Knot Tying"
HJE,"Lamp, Fluorescein, Ac-Powered"
HMP,"Pad, Eye"
HRB,"Microscope, Operating, Non-Electric, Ophthalmic"
HRM,"Microscope, Operating & Accessories, Ac-Powered, Ophthalmic"
HRQ,Hemostat
HSO,Saw
HTC,"Pliers, Surgical"
HTD,Forceps
HTE,Elevator
HTF,Curette
HTR,Rasp
HTZ,"Instrument, Cutting, Orthopedic"
HWM,Osteotome
HXD,Clamp
HXL,Mallet
HXR,"Spatula, Orthopedic"
HXT,"Tape, Orthopedic"
HYA,"Forceps, Wire Holding"
JCQ,"Prosthesis, Esophagus"
JCX,"Apparatus, Suction, Ward Use, Portable, Ac-Powered"
JCY,"Catheter, Infusion"
JEA,"Table, Surgical With Orthopedic Accessories, Ac-Powered"
JEB,"Table, Surgical With Orthopedic Accessories, Manual"
JOS,"Electrode, Electrosurgical"
JOT,"Electrode, Gel, Electrosurgical"
JYC,"Cannula, Ear"
JYD,"Chisel, Mastoid"
JYK,"Holder, Ear Speculum"
KAG,"Holder, Speculum, Ent"
KAM,"Cannula, Sinus"
KAN,"Chisel, Nasal"
KCE,"Cannulae, Bronchial"
KCW,"Epilator, High Frequency, Needle-Type"
KCX,"Epilator, High Frequency, Tweezer-Type"
KCY,"Tourniquet, Pneumatic"
KCZ,"Prosthesis, Breast, External, Used With Adhesive"
KDA,"Prosthesis, Ptfe/Carbon-Fiber"
KDC,"Instrument, Surgical, Disposable"
KDD,"Kit, Surgical Instrument, Disposable"
KDG,Chisel (Osteotome)
KFK,"Saw, Pneumatically Powered"
KGL,"Cabinet, Phototherapy (Puva)"
KGS,"Retention Device, Suture"
KGW,"Ring (Wound Protector), Drape Retention, Internal"
KGY,"Bag, Intestine"
KGZ,"Accessories, Catheter"
KIK,"Hook, Bone"
KKY,"Material, Polytetrafluoroethylene Vitreous Carbon, For Maxillofacial Reconstruction"
KOX,"Solvent, Adhesive Tape"
KOY,"Degreaser, Skin, Surgical"
KOZ,"Beads, Hydrophilic, For Wound Exudate Absorption"
KPJ,"Chamber, Oxygen, Topical, Extremity"
KQM,"Camera, Surgical And Accessories"
LEJ,"Booth, Sun Tan"
LMF,"Agent, Absorbable Hemostatic, Collagen Based"
LMG,"Agent, Absorbable Hemostatic, Non-Collagen Based"
LRO,General Surgery Tray
LRP,"Tray, Surgical"
LRW,"Scissors, General, Surgical"
LRY,"Punch, Surgical"
LRZ,"Screwdriver, Surgical"
LSA,"Vise, Bench, Surgical"
LWG,Surgical Table Cushion
LWK,"Razor, Surgical"
LXK,"Scrapper, Skin Specimen"
LXZ,"Guard, Instrument"
LYV,"Label Or Tag, Sterile"
LZK,"Implant, Malar"
LZM,"Guard, Skin Graft"
MAW,"Marker, Suture Identification"
MCA,"Tape, Surgical, Internal"
MCH,"Clip, Hemostatic"
MCZ,Suture Removal Kit
MDA,"Elastomer, Silicone, For Scar Management"
MDM,"Instrument, Manual, Surgical, General Use"
MGO,"Closure, Wound, Adhesive"
MIJ,"Needle, Tumor Localization"
MJG,"Device, Percutaneous, Biopsy"
MKY,"System, Skin Closure"
MNF,"Implant, Temporal"
MOQ,"Battery, Replacement, Rechargeable"
MPN,Tissue Adhesive For The Topical Approximation Of Skin
MSA,"Dressing, Wound And Burn, Occlusive, Heated"
MUL,"Generator, Electrosurgical, Coagulation, Cancer"
MUU,"System, Suction, Lipoplasty"
MVR,"Device, Anastomotic, Microvascular"
MWY,"System, Microwave, Hair Removal"
MXG,"Lamp, Uvc, (For Treating Skin And Wounds)"
MXW,"Suture, Surgical, Nonabsorbable, Poly (Vinylidene Fluoride)"
NAB,"Gauze / Sponge,Nonresorbable For External Use"
NAC,"Dressing, Wound, Hydrophilic"
NAD,"Dressing, Wound, Occlusive"
NAE,"Dressing, Wound, Hydrogel Without Drug And/Or Biologic"
NBY,"Suture, Surgical, Nonabsorbable, Expanded, Polytetraflouroethylene"
NCA,"Clip, Implantable, For Coronary Artery Bypass Graft (Cabg)"
NEH,"Anchor, Fascial"
NEU,"Marker, Radiographic, Implantable"
NEW,"Suture, Surgical, Absorbable, Polydioxanone"
NEY,"System, Ablation, Microwave And Accessories"
NJC,"Clip, Vas Deferens"
NJU,"Suture, Nonabsorbable, Nitinol"
NJZ,"Extractor, Vein"
NLK,"Needle, Biopsy, Cardiovascular, Reprocessed"
NLL,"Staple, Implantable, Reprocessed"
NMJ,"Clip, Implantable, Reprocessed"
NMT,"Needle, Catheter, Reprocessed"
NMU,"Needle, Gastro-Urology, Reprocessed"
NNA,"Biopsy Device, Percutaneous, Reprocessed"
NNC,"Needle, Aspiration And Needle, Reprocessed"
NOC,"Splint, Extremity, Non-Inflatable, External, Non-Sterile"
NOD,"Board, Arm (With Cover), Non-Sterile"
NOJ,"Prosthesis, Breast, External, No Adhesive"
NOK,"Material, External Aesthetic Restoration, No Adhesive"
NRB,"Wound Cleaner, Ultrasound"
NRJ,"Ultrasound, Skin Permeation"
NTB,"System, Ablation, Ultrasound And Accessories"
NUJ,"Electrosurgical, Cutting & Coagulation Accessories, Laparoscopic & Endoscopic, Reprocessed"
NUV,"Massager, Vacuum, Light Induced Heating"
NVH,"Suture, Knot, Mechanical"
NVJ,"Applicator, Transurethral, Radio Frequency, For Stress Urinary Incontinence In Women"
NWA,"Prosthesis, Tracheal, Preformed/Molded"
NWF,"Drill, Battery Powered, Subungual Hematoma"
NWJ,"Suture, Recombinant Technology"
NXF,"Gas, Laser Generating"
NYS,Wound Dressing With Poly(Diallyl Dimethyl Ammonium Chloride)(Pdadmac)
NYT,"Prosthesis, Tracheal, Expandable, Polymeric"
OAB,Low Energy Direct Current Thermal Ablation System
ODR,Electrosurgical Patient Return Electrode
ODU,Facial Implant
OEI,Drainage Catheter With Antibiotic
OEL,"Laser, Benign Prostatic Hyperplasia"
OHO,First Aid Kit Without Drug
OHS,Light Based Over The Counter Wrinkle Reduction
OHT,Light Based Over-The-Counter Hair Removal
OHV,Focused Ultrasound For Tissue Heat Or Mechanical Cellular Disruption
OJJ,Burn Kit Without Drug
OJR,Vacuum Powered Body Fluid Collection Kit
OJS,Tourniquet Kit
OJT,Aspiration Tray
OJU,Skin Prep Tray
OJV,Single Use Instrument Tray
OJW,Shave Prep Kit
OKJ,Light Based Treatment For Cold Sores Herpes Simplex Virus-1
OKO,Negative Pressure Wound Therapy Non-Powered Suction Apparatus
OLI,Fat Reducing Low Level Laser
OLP,Over-The-Counter Powered Light Based Laser For Acne
OMD,Cutaneous Tissue Adhesive With Mesh
OMP,Negative Pressure Wound Therapy Powered Suction Pump
ONE,Powered Light Based Non-Laser Surgical Instrument
ONF,Powered Light Based Non-Laser Surgical Instrument With Thermal Effect
ONG,Powered Laser Surgical Instrument With Microbeam\Fractional Output
ONQ,Electrosurgical Coagulation For Aesthetic
OOD,Surgical Film
OOK,Dermal Cooling Pack/Vacuum/Massager
OQL,"Mesh, Surgical, Deployment Balloon"
ORK,Laser Assisted Lipolysis
ORQ,"Mesh, Surgical, Deployer"
OTK,Wound Drain Catheter System
OUB,Instrument For Treatment Of Hyperhidrosis
OUH,Skin Resurfacing Rf Applicator
OUP,Powered Surgical Instrument For Improvement In The Appearance Of Cellulite
OVN,Suture Kit
OWR,"Mesh, Surgical, Non-Absorbable, Facial Implants For Plastic Surgery"
OWS,"Mesh, Surgical, Collagen, Plastics, Facial Implants"
OWT,"Mesh, Surgical, Absorbable, Abdominal Hernia"
OWU,"Mesh, Surgical, Non-Absorbable, Diaphragmatic Hernia"
OWV,"Mesh, Surgical, Collagen, Diaphragmatic Hernia"
OWZ,"Mesh, Surgical, Absorbable, Thoracic, Chest Wall Reconstruction"
OXA,"Mesh, Surgical, Non-Absorbable, Thoracic, Chest Wall Reconstruction"
OXB,"Mesh, Surgical, Collagen, Thoracic, Chest Wall Reconstruction"
OXC,"Mesh, Surgical, Absorbable, Staple Line Reinforcement"
OXD,"Mesh, Surgical, Non-Absorbable, Staple Line Reinforcement"
OXE,"Mesh, Surgical, Collagen, Staple Line Reinforcement"
OXF,"Mesh, Surgical, Absorbable, Plastic And Reconstructive Surgery"
OXG,"Mesh, Surgical, Non-Absorbable, Plastic And Reconstructive Surgery"
OXH,"Mesh, Surgical, Collagen, Plastic And Reconstructive Surgery"
OXI,"Mesh, Surgical, Absorbable, Large Abdominal Wall Defects"
OXJ,"Mesh, Surgical, Non-Absorbable, Large Abdominal Wall Defects"
OXK,"Mesh, Surgical, Collagen, Large Abdominal Wall Defects"
OXL,"Mesh, Surgical, Absorbable, Organ Support"
OXM,"Mesh, Surgical, Absorbable, Fistula"
OXN,"Mesh, Surgical, Collagen, Fistula"
OXT,Percutaneous Surgical Set With Attachments
OYW,"Laser, Cellulite Appearance"
PAY,Over-The-Counter Radiofrequency Coagulation Device For Wrinkle Reduction
PBD,Composite Cultured Skin
PBX,"Massager, Vacuum, Radio Frequency Induced Heat"
PBY,Temporary Tissue Marker
PDG,Electrosurgical Vessel And/Or Tissue Sealer. With Built-In Generator.
PDW,Internal Tissue Marker
PDZ,Lasers For Temporary Increase Of Clear Nail In Patients With Onychomycosis
PFP,Silicone Hydrogel For Scar Management
PGZ,"Non-Absorbable, Expandable, Hemostatic Sponge For Temporary Internal Use"
PIJ,Collagen Surgical Mesh Containing Drugs
PJK,Tissue Adhesive For Internal Use
PKD,Laceration Tray
PKE,Laparoscopic Cholecystectomy Kit
PKO,Transparent Patch For Use In Treatment Of Tattoos
PKT,Laser For Disruption Of Adipocyte Cells For Aesthetic Use
PMC,Scalp Cooling System
PMX,Absorbable Collagen Hemostatic Agent With Thrombin
PNL,Magnetic Surgical System
POD,"Temporary, Internal Use Hemostatic"
PQI,Wound Retraction And Protection System
PQN,Carbon Dioxide Gas Controlled Tissue Expander
PSN,Light Based Imaging
PTX,"Suture, Nonabsorbable, Steel, Monofilament And Multifilament, Sterile, Exempt"
PXN,Basic Set-Up Tray
PXO,Bone Marrow Biopsy Tray
PXP,Breast Biopsy / Localization Tray
PXQ,Burn Dressing Tray
PXR,Cement And Bone Removal Kit
PXS,Cholecystectomy Kit
PXU,Fluid Drainage Tray
PXV,General Purpose Instrument Tray
PXW,Herniorraphy Kit
PXX,Incision Tray
PXY,Irrigation Kit (Wounds)
PXZ,Laparascopic Sphincterotomy Kit
PYA,Liver Biopsy Kit
PYB,Minor Surgical Procedures Tray
PYC,Paracentesis Tray
PYD,Pelviscopy Kit
PYE,Staple Removal Kit
PYF,Sterile Puncture Tray
PYG,Suction Catheter Kit
PYH,Surgical Retractor Kit
PYI,Thoracic Catheter Insertion Tray
PYJ,Ulcer Wound Tray
PYK,Venous Ulcer Kit
PYL,Wound Drainage Kit
PZL,Extracorporeal Shock Wave Device For Treatment Of Diabetic Foot Ulcers
PZQ,General Laparoscopic Power Morcellation Containment System
QAI,Powered Microneedle Device
QAU,Hemostatic Device For Endoscopic Gastrointestinal Use
QCR,Wound Autofluorescence Imaging Device
QCY,Laser Absorbing Particles
QDF,Parathyroid Autofluorescence Detection Device
QDG,Parathyroid Autofluorescence Imaging Device
QFC,Negative Pressure Wound Therapy Device For Reduction Of Wound Complications
QGM,"Focused Ultrasound System For Non-Thermal, Mechanical Tissue Ablation"
QGX,General Use Pneumatic Tourniquet
QHF,Energy Based Device For Treatment Of Tattoos
QJF,Autofluorescence Imaging Adjunct Tool For Wounds
QKL,Lipoaspirate Washing System For Aesthetic Body Contouring
QML,Anal Fistula Closure Device
QNM,Mountable Electromechanical Surgical System For Transluminal Approaches
QPB,"System, Suction, Lipoplasty For Removal"
QPE,Phototherapy Device For Reducing The Appearance Of Acute Post-Surgical Incisions
QPX,"Negative Pressure Wound Therapy, Non-Powered Suction Pump, Chemical"
QPZ,Contact Cooling For Skin Lesion Pain Relief
QRK,Single Use Only Blood Lancet Without An Integral Sharps Injury Prevention Feature
QRL,Multiple Use Blood Lancet For Single Patient Use Only
QRM,Multiple Use Blood Lancet For Multiple Patient Use
QUB,Suction Lipoplasty System For Removal And Transfer
QVJ,Low Power Electrosurgical Devices For Skin Lesion Destruction
QVS,Breast Implant Suction Retrieval Device
QVX,Skin Patch For Treatment Of Hyperhidrosis
QYK,Semi-Automated Autologous Skin Graft Harvesting And Application Device
QZN,Multi-Photon Imaging
QZS,Software-Aided Adjunctive Diagnostic Device For Use By Physicians On Lesions Suspicious For Skin Cancer
RAB,Sunlamp Products (Pre-Standard)
REF,Suntan Bed
REG,Suntan Lamp
REH,Tabletop Sunlamp System
SAB,Table Mounted Miniaturized Electromechanical Surgical System
SAH,Magnetic Compression Anastomosis System
SAQ,Electromechanical System For Open Microsurgery
DTH,"Suture, Cardiovascular"
DZG,"Suture, Dental"
EFQ,"Gauze/Sponge, Internal"
FRO,"Dressing, Wound, Drug"
GER,"Gauze, External (With Drug/Biologic/Animal Source Material)"
HMN,"Suture, Nonabsorable, Ophthalmic"
HMO,"Suture, Absorbable, Ophthalmic"
KGM,"Silicone, Liquid, Injectable"
KGN,Wound Dressing With Animal-Derived Material(S)
LCJ,Tissue Expander And Accessories
LFL,"Instrument, Ultrasonic Surgical"
LMH,"Implant, Dermal, For Aesthetic Use"
LMI,"Implant, Collagen For Non-Aesthetic Use"
LRQ,Tracheostomy And Nasal Suctioning Kit
LRR,First Aid Kit With Drug
LXU,Laser For Wound Healing
MDD,"Device, Dermal Replacement"
MGP,"Dressing, Wound And Burn, Occlusive"
MGQ,"Dressing, Wound And Burn, Hydrogel W/Drug And/Or Biologic"
MGR,"Dressing, Wound And Burn, Interactive"
MQZ,"Prosthesis, Nail"
MRD,Mammary Sizer
MVF,"System, Laser, Photodynamic Therapy"
MVG,"System, Laser, Fiber Optic, Photodynamic Therapy"
MYH,"System, Non-Coherent Light, Photodynamic Therapy"
NBE,"Sealant, Polymerizing"
NLQ,Single-Use Reprocessed Ultrasonic Surgical Instruments
NQK,"Maggots, Medical"
NRN,"Leeches, Medicinal"
NSS,"Electronic Media, Nausea"
NZF,"Static Electricity-Emitting Device, Cosmetic Use"
OCE,Cultured Epithelial Autograft
ODS,Wound Covering (Composite Cultured Skin)
OEE,Diagnostic Low Electric Field
OJI,Burn Kit With Drug
ONV,Electrical Impedance Spectrometer
OYD,Optical Diagnostic Device For Melanoma Detection
PFC,Cultured Human Cell Skin Dressing
PHU,Intra-Abdominal Pressure Monitoring Device
PKY,"Implant, Dermal, For Aesthetic Use In The Hands"
PLJ,Tissue Adhesive Internal Use
PUV,Lymph Node Location System During Sentinel Biopsy Procedure
PZC,"Ablation System, High Intensity Focus Ultrasound (Hifu), Soft Tissue"
QOJ,"Apparatus, Suction, Operating-Room, Wall Vacuum Powered (Export Only)"
QQF,Skin Microneedling Manual/Automated Device (Export Only)
QSX,Hemostatic Wound Dressing With Thrombin Or Other Biologics
QSY,Hemostatic Wound Dressing Without Thrombin Or Other Biologics
QSZ,Absorbable Synthetic Wound Dressing
SAW,Fluorescence Imaging For Breast Cancer Detection
DII,"Columns, Glc"
DJA,"Column Supports, Glc"
DJO,"Indicator, Cellulose Fluorescent, Tlc"
DJS,"U.V. Light, Tlc"
DJY,Ion-Exchange Chromatography
DKG,"Plate, Cellulose, Tlc"
DKK,"Tanks, Developing, Tlc"
DKO,"Adsorbents, Ion-Exchange"
DKS,"Plate, Silica Gel, Tlc"
DKY,"Indicator, Alumina Fluorescent, Tlc"
DLC,"Atomizer, Tlc"
DLG,"Coating, Liquid, Glc"
DLO,"Indicator, Silica Gel Fluorescent, Tlc"
